465,24.00,32771.04,0.03
478,24.00,33083.28,0.05
480,3.00,4141.44,0.00
490,9.00,12514.41,0.01
492,25.00,34812.25,0.04
498,27.00,37759.23,0.10
500,15.00,21007.50,0.02
513,17.00,24029.67,0.02
522,26.00,36985.52,0.06
522,2.00,2845.04,0.09
528,26.00,37141.52,0.08
536,23.00,33040.19,0.03
538,8.00,11508.24,0.06
550,6.00,8703.30,0.05
555,27.00,39299.85,0.10
565,30.00,43966.80,0.01
566,27.00,39597.12,0.10
568,21.00,30839.76,0.08
570,17.00,24999.69,0.07
573,7.00,10314.99,0.06
576,14.00,20671.98,0.07
580,13.00,19247.54,0.01
590,30.00,44717.70,0.07
595,14.00,20938.26,0.06
596,21.00,31428.39,0.09
601,18.00,27028.80,0.04
601,7.00,10511.20,0.10
605,1.00,1505.60,0.08
607,26.00,39197.60,0.03
609,30.00,45288.00,0.09
616,10.00,15166.10,0.03
616,28.00,42465.08,0.05
622,19.00,28929.78,0.04
625,15.00,22884.30,0.03
627,24.00,36662.88,0.00
631,22.00,33695.86,0.05
635,30.00,46068.90,0.00
637,24.00,36903.12,0.06
640,14.00,21568.96,0.03
642,9.00,13883.76,0.01
644,10.00,15446.40,0.07
646,16.00,24746.24,0.10
650,16.00,24810.40,0.03
650,22.00,34114.30,0.01
656,15.00,23349.75,0.09
659,5.00,7798.25,0.04
659,26.00,40550.90,0.04
668,8.00,12549.28,0.09
669,17.00,26684.22,0.09
672,4.00,6290.68,0.10
672,16.00,25162.72,0.04
675,7.00,11029.69,0.09
679,30.00,47390.10,0.09
687,9.00,14289.12,0.02
692,9.00,14334.21,0.09
693,18.00,28686.42,0.02
695,2.00,3191.38,0.00
697,22.00,35149.18,0.02
698,17.00,27177.73,0.07
698,16.00,25579.04,0.04
707,29.00,46623.30,0.07
710,15.00,24160.65,0.05
717,12.00,19412.52,0.06
722,14.00,22718.08,0.02
722,30.00,48681.60,0.00
728,17.00,27688.24,0.10
729,20.00,32594.40,0.04
736,28.00,45828.44,0.03
742,6.00,9856.44,0.01
745,4.00,6582.96,0.00
747,4.00,6590.96,0.02
764,20.00,33295.20,0.08
780,27.00,45381.06,0.08
785,3.00,5057.34,0.08
787,7.00,11814.46,0.08
787,19.00,32067.82,0.06
794,13.00,22032.27,0.00
798,21.00,35674.59,0.01
799,11.00,18697.69,0.06
799,25.00,42494.75,0.08
801,23.00,39141.40,0.07
805,9.00,15352.20,0.03
806,10.00,17068.00,0.06
806,8.00,13654.40,0.09
821,22.00,37880.04,0.04
833,23.00,39878.09,0.03
835,30.00,52074.90,0.05
839,2.00,3479.66,0.06
847,20.00,34956.80,0.03
848,23.00,40223.32,0.03
849,5.00,8749.20,0.08
862,1.00,1762.86,0.07
869,1.00,1769.86,0.10
873,9.00,15964.83,0.03
884,1.00,1784.88,0.10
884,1.00,1784.88,0.08
886,15.00,26803.20,0.00
891,8.00,14335.12,0.04
894,27.00,48462.03,0.07
904,30.00,54147.00,0.03
905,18.00,32506.20,0.09
912,11.00,19942.01,0.07
913,10.00,18139.10,0.02
914,26.00,47187.66,0.04
916,12.00,21802.92,0.05
916,5.00,9084.55,0.06
917,5.00,9089.55,0.01
924,20.00,36498.40,0.03
926,20.00,36538.40,0.08
928,4.00,7315.68,0.00
929,19.00,34768.48,0.07
929,4.00,7319.68,0.05
935,17.00,31210.81,0.04
936,14.00,25717.02,0.07
941,17.00,31312.98,0.10
945,26.00,47994.44,0.09
947,23.00,42502.62,0.00
954,24.00,44518.80,0.04
956,12.00,22283.40,0.04
966,22.00,41073.12,0.10
967,1.00,1867.96,0.10
970,9.00,16838.73,0.02
972,29.00,54316.13,0.01
973,25.00,46849.25,0.02
975,2.00,3751.94,0.04
985,17.00,32061.66,0.09
992,26.00,49217.74,0.05
995,29.00,54983.71,0.09
997,19.00,36061.81,0.01
997,11.00,20877.89,0.10
1009,13.00,11830.00,0.08
1016,15.00,13755.15,0.04
1018,4.00,3676.04,0.04
1022,29.00,26767.58,0.07
1024,23.00,21275.46,0.09
1025,15.00,13890.30,0.02
1028,10.00,9290.20,0.00
1035,9.00,8424.27,0.06
1047,10.00,9480.40,0.00
1050,19.00,18069.95,0.03
1053,9.00,8586.45,0.10
1055,6.00,5736.30,0.04
1057,23.00,22035.15,0.05
1063,17.00,16389.02,0.06
1063,8.00,7712.48,0.10
1067,12.00,11616.72,0.10
1070,1.00,971.07,0.07
1076,3.00,2931.21,0.07
1077,8.00,7824.56,0.02
1082,4.00,3932.32,0.08
1083,26.00,25586.08,0.02
1084,6.00,5910.48,0.06
1086,9.00,8883.72,0.06
1089,27.00,26732.16,0.10
1090,14.00,13875.26,0.03
1091,5.00,4960.45,0.07
1091,22.00,21825.98,0.03
1092,20.00,19861.80,0.04
1098,19.00,18982.71,0.09
1098,4.00,3996.36,0.08
1100,1.00,1001.10,0.10
1109,9.00,9090.90,0.06
1116,3.00,3051.33,0.10
1120,21.00,21443.52,0.00
1125,1.00,1026.12,0.07
1126,7.00,7189.84,0.02
1130,9.00,9280.17,0.01
1134,9.00,9316.17,0.10
1136,21.00,21779.73,0.03
1145,9.00,9415.26,0.07
1146,6.00,6282.84,0.10
1151,25.00,26303.75,0.02
1159,21.00,22263.15,0.06
1160,17.00,18039.72,0.10
1160,7.00,7428.12,0.03
1161,23.00,24429.68,0.07
1164,12.00,12781.92,0.03
1170,9.00,9640.53,0.05
1176,18.00,19389.06,0.04
1177,4.00,4312.68,0.00
1177,8.00,8625.36,0.06
1178,4.00,4316.68,0.06
1183,8.00,8673.44,0.08
1188,12.00,13070.16,0.07
1193,15.00,16412.85,0.03
1194,30.00,32855.70,0.03
1194,14.00,15332.66,0.02
1194,18.00,19713.42,0.02
1195,25.00,27404.75,0.00
1195,6.00,6577.14,0.00
1196,14.00,15360.66,0.00
1202,21.00,23167.20,0.04
1203,10.00,11042.00,0.01
1207,1.00,1108.20,0.04
1211,16.00,17795.36,0.07
1218,14.00,15668.94,0.09
1227,6.00,6769.32,0.04
1228,28.00,31618.16,0.01
1228,9.00,10162.98,0.03
1230,2.00,2262.46,0.00
1231,2.00,2264.46,0.01
1238,24.00,27341.52,0.03
1243,9.00,10298.16,0.05
1252,18.00,20758.50,0.01
1257,8.00,9266.00,0.10
1269,20.00,23405.20,0.01
1275,8.00,9410.16,0.00
1275,18.00,21172.86,0.06
1280,28.00,33075.84,0.04
1294,18.00,21515.22,0.09
1294,10.00,11952.90,0.04
1301,12.00,14427.60,0.05
1304,1.00,1205.30,0.10
1305,29.00,34982.70,0.02
1308,25.00,30232.50,0.04
1310,18.00,21803.58,0.01
1318,6.00,7315.86,0.02
1318,20.00,24386.20,0.06
1319,3.00,3660.93,0.07
1322,14.00,17126.48,0.02
1324,27.00,33083.64,0.01
1335,20.00,24726.60,0.08
1337,28.00,34673.24,0.05
1348,25.00,31233.50,0.02
1349,24.00,30008.16,0.03
1351,15.00,18785.25,0.09
1355,23.00,28896.05,0.09
1355,17.00,21357.95,0.06
1359,27.00,34029.45,0.06
1360,18.00,22704.48,0.04
1369,9.00,11433.24,0.05
1370,10.00,12713.70,0.10
1371,18.00,22902.66,0.02
1371,29.00,36898.73,0.09
1371,9.00,11451.33,0.09
1374,8.00,10202.96,0.01
1375,7.00,8934.59,0.04
1376,9.00,11496.33,0.01
1397,15.00,19475.85,0.04
1397,20.00,25967.80,0.06
1404,17.00,22191.80,0.07
1417,6.00,7910.46,0.06
1417,2.00,2636.82,0.01
1418,29.00,38262.89,0.08
1421,10.00,13224.20,0.09
1421,4.00,5289.68,0.08
1422,27.00,35732.34,0.04
1423,2.00,2648.84,0.05
1423,18.00,23839.56,0.07
1426,18.00,23893.56,0.00
1428,3.00,3988.26,0.03
1436,18.00,24073.74,0.03
1440,26.00,34877.44,0.02
1449,21.00,28359.24,0.04
1452,4.00,5413.80,0.09
1453,29.00,39279.05,0.08
1454,21.00,28464.45,0.04
1462,29.00,39540.34,0.08
1472,16.00,21975.52,0.03
1473,6.00,8246.82,0.03
1474,1.00,1375.47,0.02
1478,9.00,12415.23,0.03
1478,29.00,40004.63,0.09
1490,22.00,30612.78,0.09
1492,22.00,30656.78,0.06
1497,25.00,34962.25,0.00
1499,18.00,25208.82,0.09
1507,14.00,19719.00,0.09
1511,11.00,15537.61,0.00
1518,13.00,18453.63,0.08
1520,25.00,35538.00,0.02
1520,17.00,24165.84,0.06
1539,14.00,20167.42,0.07
1541,30.00,43276.20,0.08
1547,10.00,14485.40,0.06
1548,10.00,14495.40,0.08
1550,15.00,21773.25,0.03
1550,30.00,43546.50,0.04
1552,11.00,15989.05,0.07
1554,11.00,16011.05,0.06
1554,27.00,39299.85,0.10
1561,25.00,36564.00,0.00
1562,11.00,16099.16,0.06
1563,4.00,5858.24,0.00
1569,1.00,1470.56,0.06
1588,3.00,4468.74,0.05
1593,27.00,40353.93,0.01
1598,2.00,2999.18,0.00
1600,1.00,1501.60,0.03
1603,15.00,22569.00,0.06
1605,26.00,39171.60,0.01
1606,17.00,25629.20,0.07
1611,30.00,45378.30,0.04
1613,5.00,7573.05,0.01
1614,18.00,27280.98,0.08
1616,7.00,10623.27,0.01
1627,27.00,41272.74,0.04
1628,13.00,19885.06,0.08
1636,30.00,46128.90,0.05
1639,23.00,35434.49,0.03
1650,8.00,12413.20,0.10
1659,30.00,46819.50,0.07
1667,20.00,31373.20,0.05
1670,23.00,36148.41,0.06
1686,26.00,41279.68,0.07
1686,28.00,44455.04,0.08
1687,12.00,19064.16,0.06
1691,16.00,25483.04,0.01
1699,5.00,8003.45,0.05
1705,24.00,38560.80,0.07
1705,24.00,38560.80,0.03
1706,24.00,38584.80,0.03
1707,12.00,19304.40,0.00
1707,11.00,17695.70,0.09
1715,29.00,46884.59,0.05
1727,14.00,22802.08,0.01
1748,5.00,8248.70,0.06
1750,24.00,39642.00,0.03
1752,28.00,46305.00,0.09
1754,19.00,31459.25,0.07
1762,16.00,26620.16,0.06
1762,22.00,36602.72,0.03
1766,21.00,35022.96,0.10
1767,2.00,3337.52,0.05
1770,19.00,31763.63,0.04
1773,4.00,6699.08,0.06
1775,7.00,11737.39,0.09
1784,28.00,47201.84,0.10
1786,18.00,30380.04,0.08
1799,23.00,39118.17,0.09
1800,30.00,51054.00,0.01
1805,5.00,8534.00,0.06
1807,28.00,47846.40,0.01
1816,4.00,6871.24,0.08
1828,26.00,44975.32,0.08
1832,23.00,39878.09,0.06
1833,10.00,17348.30,0.06
1835,2.00,3473.66,0.04
1836,3.00,5213.49,0.00
1847,9.00,15739.56,0.01
1848,23.00,40246.32,0.01
1853,6.00,10529.10,0.04
1859,4.00,7043.40,0.03
1860,24.00,42284.64,0.01
1864,19.00,33551.34,0.05
1872,4.00,7095.48,0.03
1880,26.00,46328.88,0.03
1881,13.00,23177.44,0.09
1882,2.00,3567.76,0.06
1883,29.00,51761.52,0.06
1884,6.00,10715.28,0.05
1884,6.00,10715.28,0.05
1895,12.00,21562.68,0.04
1899,19.00,34216.91,0.04
1899,21.00,37818.69,0.10
1901,30.00,54087.00,0.08
1901,10.00,18029.00,0.07
1902,25.00,45097.50,0.01
1907,26.00,47031.40,0.00
1909,28.00,50705.20,0.05
1914,13.00,23606.83,0.08
1919,21.00,38239.11,0.04
1922,3.00,5471.76,0.05
1927,3.00,5486.76,0.04
1930,29.00,53125.97,0.01
1931,4.00,7331.72,0.04
1934,27.00,49570.11,0.01
1934,12.00,22031.16,0.06
1936,4.00,7351.72,0.04
1939,24.00,44182.32,0.01
1940,16.00,29471.04,0.07
1940,20.00,36838.80,0.09
1946,13.00,24023.22,0.10
1948,20.00,36998.80,0.08
1956,26.00,48306.70,0.03
1960,3.00,5585.88,0.06
1961,13.00,24218.48,0.02
1964,19.00,35453.24,0.04
1965,11.00,20536.56,0.01
1981,15.00,28244.70,0.03
1981,12.00,22595.76,0.00
1990,18.00,34055.82,0.02
1992,20.00,37879.80,0.07
1993,2.00,3789.98,0.02
11,8.00,7288.08,0.03
20,2.00,1840.04,0.10
22,18.00,16596.36,0.08
22,12.00,11064.24,0.09
31,15.00,13965.45,0.02
33,30.00,27990.90,0.06
34,28.00,26152.84,0.07
35,14.00,13090.42,0.02
40,1.00,940.04,0.00
40,15.00,14100.60,0.07
42,1.00,942.04,0.08
45,30.00,28351.20,0.10
46,28.00,26489.12,0.03
53,17.00,16201.85,0.10
53,2.00,1906.10,0.05
58,10.00,9580.50,0.02
61,24.00,23065.44,0.07
71,13.00,12623.91,0.07
73,5.00,4865.35,0.03
73,12.00,11676.84,0.01
80,8.00,7840.64,0.07
81,5.00,4905.40,0.09
96,7.00,6972.63,0.04
98,8.00,7984.72,0.06
101,13.00,13014.30,0.07
115,27.00,27407.97,0.03
120,18.00,18362.16,0.01
127,2.00,2054.24,0.02
132,4.00,4128.52,0.07
134,9.00,9307.17,0.03
137,10.00,10371.30,0.07
148,24.00,25155.36,0.10
155,10.00,10551.50,0.09
159,26.00,27537.90,0.00
159,23.00,24360.45,0.04
170,26.00,27824.42,0.03
173,9.00,9658.53,0.04
175,22.00,23653.74,0.10
178,6.00,6469.02,0.00
180,27.00,29164.86,0.01
184,27.00,29272.86,0.05
188,15.00,16322.70,0.04
193,15.00,16397.85,0.00
204,8.00,8833.60,0.07
204,18.00,19875.60,0.01
209,16.00,17747.20,0.10
212,23.00,25580.83,0.00
216,11.00,12278.31,0.02
218,19.00,21245.99,0.06
220,21.00,23524.62,0.02
222,3.00,3366.66,0.01
227,2.00,2254.44,0.00
228,24.00,27077.28,0.07
233,17.00,19264.91,0.01
234,14.00,15879.22,0.08
234,19.00,21550.37,0.01
235,14.00,15893.22,0.01
236,19.00,21588.37,0.06
237,1.00,1137.23,0.09
239,26.00,29619.98,0.09
243,10.00,11432.40,0.04
248,10.00,11482.40,0.02
248,3.00,3444.72,0.10
255,12.00,13863.00,0.00
257,26.00,30088.50,0.04
257,22.00,25459.50,0.06
260,11.00,12762.86,0.02
262,18.00,20920.68,0.09
271,29.00,33966.83,0.01
273,10.00,11732.70,0.00
274,30.00,35228.10,0.08
278,14.00,16495.78,0.07
278,17.00,20030.59,0.03
290,30.00,35708.70,0.00
290,6.00,7141.74,0.09
293,10.00,11932.90,0.03
293,2.00,2386.58,0.06
298,15.00,17974.35,0.04
299,11.00,13192.19,0.03
299,12.00,14391.48,0.08
302,5.00,6011.50,0.07
305,22.00,26516.60,0.10
305,30.00,36159.00,0.09
310,15.00,18154.65,0.10
311,6.00,7267.86,0.07
311,26.00,31494.06,0.09
314,23.00,27929.13,0.04
316,30.00,36489.30,0.02
323,16.00,19573.12,0.04
325,6.00,7351.92,0.04
327,6.00,7363.92,0.02
328,17.00,20881.44,0.03
342,12.00,14908.08,0.02
354,2.00,2508.70,0.04
355,24.00,30128.40,0.06
358,27.00,33975.45,0.07
360,8.00,10082.88,0.03
360,1.00,1260.36,0.07
361,13.00,16397.68,0.08
362,1.00,1262.36,0.03
364,8.00,10114.88,0.07
366,19.00,24060.84,0.07
369,3.00,3808.08,0.00
374,22.00,28036.14,0.10
383,7.00,8983.66,0.01
386,21.00,27013.98,0.03
387,7.00,9011.66,0.00
392,14.00,18093.46,0.07
392,14.00,18093.46,0.03
395,25.00,32384.75,0.06
399,21.00,27287.19,0.01
399,5.00,6496.95,0.03
399,27.00,35083.53,0.05
399,8.00,10395.12,0.01
400,4.00,5201.60,0.06
400,17.00,22106.80,0.06
413,8.00,10507.28,0.01
431,23.00,30622.89,0.00
432,29.00,38640.47,0.09
441,24.00,32194.56,0.05
446,25.00,33661.00,0.01
448,29.00,39104.76,0.01
448,12.00,16181.28,0.08
452,6.00,8114.70,0.03
456,11.00,14920.95,0.10
460,14.00,19046.44,0.01
465,8.00,10923.68,0.07
473,30.00,41204.10,0.08
474,24.00,32987.28,0.04
477,9.00,12397.23,0.05
481,4.00,5525.92,0.08
483,12.00,16601.76,0.09
484,1.00,1384.48,0.09
485,21.00,29095.08,0.07
486,25.00,34662.00,0.01
495,5.00,6977.45,0.03
500,27.00,37813.50,0.09
503,27.00,37894.50,0.09
504,6.00,8427.00,0.07
512,10.00,14125.10,0.04
513,29.00,40991.79,0.07
513,26.00,36751.26,0.08
515,13.00,18401.63,0.05
529,18.00,25731.36,0.06
531,12.00,17178.36,0.06
532,28.00,40110.84,0.01
534,15.00,21517.95,0.01
538,2.00,2877.06,0.09
547,12.00,17370.48,0.05
553,22.00,31978.10,0.00
558,6.00,8751.30,0.10
563,1.00,1463.56,0.01
568,8.00,11748.48,0.00
575,17.00,25084.69,0.06
586,3.00,4459.74,0.08
587,16.00,23801.28,0.00
589,21.00,31281.18,0.00
594,11.00,16440.49,0.03
596,21.00,31428.39,0.01
600,6.00,9003.60,0.10
601,6.00,9009.60,0.09
602,28.00,42072.80,0.09
603,28.00,42100.80,0.08
606,2.00,3013.20,0.06
612,7.00,10588.27,0.02
615,3.00,4546.83,0.07
617,29.00,44010.69,0.00
618,8.00,12148.88,0.05
629,29.00,44358.98,0.09
629,25.00,38240.50,0.03
633,19.00,29138.97,0.09
635,18.00,27641.34,0.07
635,26.00,39926.38,0.00
635,16.00,24570.08,0.09
635,17.00,26105.71,0.09
637,1.00,1537.63,0.10
640,24.00,36975.36,0.03
649,13.00,20145.32,0.10
654,23.00,35756.95,0.07
662,20.00,31253.20,0.10
668,3.00,4705.98,0.04
675,11.00,17332.37,0.02
679,13.00,20535.71,0.07
684,13.00,20600.84,0.04
685,18.00,28542.24,0.06
687,24.00,38104.32,0.02
694,16.00,25515.04,0.03
701,1.00,1601.70,0.10
702,29.00,46478.30,0.10
707,11.00,17684.70,0.02
710,6.00,9664.26,0.10
712,7.00,11288.97,0.08
712,19.00,30641.49,0.05
714,16.00,25835.36,0.05
739,3.00,4919.19,0.03
742,22.00,36140.28,0.05
744,17.00,27960.58,0.03
750,24.00,39618.00,0.04
751,29.00,47900.75,0.10
752,5.00,8263.75,0.02
755,6.00,9934.50,0.05
761,17.00,28249.92,0.03
763,8.00,13310.08,0.08
777,10.00,16777.70,0.07
785,9.00,15172.02,0.02
788,23.00,38841.94,0.07
793,16.00,27100.64,0.09
801,1.00,1701.80,0.08
802,13.00,22136.40,0.09
806,28.00,47790.40,0.00
807,24.00,40987.20,0.03
812,21.00,35969.01,0.03
817,14.00,24049.34,0.01
820,9.00,15487.38,0.10
829,14.00,24217.48,0.07
830,11.00,19039.13,0.08
848,6.00,10493.04,0.05
849,13.00,22747.92,0.07
861,1.00,1761.86,0.05
863,27.00,47624.22,0.03
865,24.00,42380.64,0.06
867,8.00,14142.88,0.04
868,4.00,7075.44,0.10
875,10.00,17758.70,0.05
879,21.00,37377.27,0.08
884,29.00,51761.52,0.07
892,18.00,32272.02,0.05
897,18.00,32362.02,0.07
898,21.00,37776.69,0.07
917,9.00,16361.19,0.06
918,23.00,41834.93,0.00
925,7.00,12781.44,0.09
926,28.00,51153.76,0.06
928,26.00,47551.92,0.10
932,1.00,1832.93,0.01
933,12.00,22007.16,0.01
941,4.00,7367.76,0.00
944,19.00,35053.86,0.02
951,9.00,16667.55,0.10
956,22.00,40852.90,0.01
961,21.00,39101.16,0.02
961,11.00,20481.56,0.06
963,21.00,39143.16,0.09
966,5.00,9334.80,0.05
968,22.00,41117.12,0.02
976,13.00,24400.61,0.03
977,1.00,1877.97,0.00
989,23.00,43469.54,0.02
990,26.00,49165.74,0.00
991,15.00,28379.85,0.05
991,18.00,34055.82,0.07
993,22.00,41667.78,0.05
996,2.00,3793.98,0.02
996,24.00,45527.76,0.05
1001,23.00,20746.00,0.00
1005,12.00,10872.00,0.02
1006,1.00,907.00,0.04
1011,7.00,6384.07,0.00
1011,20.00,18240.20,0.10
1027,4.00,3712.08,0.08
1027,4.00,3712.08,0.05
1028,3.00,2787.06,0.07
1034,29.00,27115.87,0.02
1039,25.00,23500.75,0.00
1040,10.00,9410.40,0.01
1042,12.00,11316.48,0.07
1054,17.00,16235.85,0.07
1055,22.00,21033.10,0.10
1066,26.00,25143.56,0.08
1080,4.00,3924.32,0.01
1083,17.00,16729.36,0.10
1088,6.00,5934.48,0.07
1091,6.00,5952.54,0.00
1091,17.00,16865.53,0.04
1095,20.00,19921.80,0.02
1097,10.00,9980.90,0.07
1097,17.00,16967.53,0.01
1104,18.00,18091.80,0.06
1105,12.00,12073.20,0.01
1107,10.00,10081.00,0.06
1116,10.00,10171.10,0.09
1119,6.00,6120.66,0.10
1135,28.00,29011.64,0.07
1139,10.00,10401.30,0.07
1142,4.00,4172.56,0.10
1144,1.00,1045.14,0.02
1147,4.00,4192.56,0.01
1154,13.00,13716.95,0.09
1162,26.00,27642.16,0.05
1165,18.00,19190.88,0.09
1172,18.00,19317.06,0.09
1183,26.00,28188.68,0.00
1185,15.00,16292.70,0.07
1189,24.00,26164.32,0.08
1196,10.00,10971.90,0.03
1206,29.00,32108.80,0.07
1209,10.00,11102.00,0.10
1212,26.00,28943.46,0.03
1220,12.00,13454.64,0.06
1220,12.00,13454.64,0.05
1221,22.00,24688.84,0.08
1225,24.00,27029.28,0.04
1230,18.00,20362.14,0.10
1231,4.00,4528.92,0.04
1236,25.00,28430.75,0.06
1236,10.00,11372.30,0.06
1236,5.00,5686.15,0.08
1237,22.00,25041.06,0.02
1238,3.00,3417.69,0.08
1241,11.00,12564.64,0.08
1242,11.00,12575.64,0.04
1244,23.00,26340.52,0.06
1245,9.00,10316.16,0.03
1247,8.00,9185.92,0.04
1248,30.00,34477.20,0.10
1256,24.00,27774.00,0.03
1257,15.00,17373.75,0.01
1257,5.00,5791.25,0.10
1265,15.00,17493.90,0.10
1271,19.00,22273.13,0.05
1273,26.00,30531.02,0.08
1278,22.00,25943.94,0.07
1279,21.00,24785.67,0.08
1286,10.00,11872.80,0.04
1293,27.00,32245.83,0.10
1294,16.00,19124.64,0.02
1294,16.00,19124.64,0.04
1298,14.00,16790.06,0.00
1299,30.00,36008.70,0.00
1302,19.00,22862.70,0.07
1302,1.00,1203.30,0.09
1312,23.00,27906.13,0.00
1324,25.00,30633.00,0.04
1326,4.00,4909.28,0.03
1329,18.00,22145.76,0.09
1331,6.00,7393.98,0.00
1343,3.00,3733.02,0.06
1344,7.00,8717.38,0.08
1347,19.00,23718.46,0.07
1348,7.00,8745.38,0.10
1349,25.00,31258.50,0.03
1351,20.00,25047.00,0.09
1352,22.00,27573.70,0.07
1353,9.00,11289.15,0.08
1357,22.00,27683.70,0.01
1364,25.00,31634.00,0.06
1366,17.00,21545.12,0.04
1368,30.00,38080.80,0.09
1380,20.00,25627.60,0.03
1394,28.00,36270.92,0.03
1399,29.00,37711.31,0.10
1399,1.00,1300.39,0.09
1401,18.00,23443.20,0.04
1403,14.00,18261.60,0.05
1406,9.00,11766.60,0.05
1410,23.00,30162.43,0.03
1413,1.00,1314.41,0.09
1414,8.00,10523.28,0.02
1417,26.00,34278.66,0.08
1420,19.00,25106.98,0.00
1421,5.00,6612.10,0.08
1422,15.00,19851.30,0.05
1425,19.00,25201.98,0.09
1426,9.00,11946.78,0.05
1438,9.00,12054.87,0.07
1444,20.00,26908.80,0.03
1446,4.00,5389.76,0.09
1449,28.00,37812.32,0.09
1451,18.00,24344.10,0.05
1452,9.00,12181.05,0.10
1453,22.00,29797.90,0.09
1454,30.00,40663.50,0.01
1459,1.00,1360.45,0.03
1462,23.00,31359.58,0.00
1463,29.00,39569.34,0.02
1468,2.00,2738.92,0.01
1469,21.00,28779.66,0.02
1471,22.00,30194.34,0.03
1475,8.00,11011.76,0.08
1475,14.00,19270.58,0.05
1476,5.00,6887.35,0.04
1482,10.00,13834.80,0.06
1486,24.00,33299.52,0.06
1498,24.00,33587.76,0.09
1501,18.00,25245.00,0.03
1503,27.00,37921.50,0.05
1510,15.00,21172.65,0.06
1515,12.00,16998.12,0.06
1515,12.00,16998.12,0.06
1527,14.00,19999.28,0.05
1536,19.00,27313.07,0.08
1539,9.00,12964.77,0.10
1544,15.00,21683.10,0.06
1545,17.00,24591.18,0.06
1548,9.00,13045.86,0.05
