219|17.00|17.00|19026.57|0.08
219|29.00|29.00|32457.09|0.08
219|26.00|26.00|29099.46|0.06
220|18.00|18.00|20163.96|0.08
223|6.00|6.00|6739.32|0.10
225|9.00|9.00|10126.98|0.03
226|4.00|4.00|4504.88|0.02
228|10.00|10.00|11282.20|0.03
229|22.00|22.00|24842.84|0.04
231|19.00|19.00|21493.37|0.06
235|9.00|9.00|10217.07|0.09
236|9.00|9.00|10226.07|0.05
239|25.00|25.00|28480.75|0.07
239|28.00|28.00|31898.44|0.00
241|8.00|8.00|9129.92|0.00
241|7.00|7.00|7988.68|0.06
241|14.00|14.00|15977.36|0.01
243|19.00|19.00|21721.56|0.05
244|8.00|8.00|9153.92|0.04
246|24.00|24.00|27509.76|0.09
246|11.00|11.00|12608.64|0.02
248|27.00|27.00|31002.48|0.09
249|11.00|11.00|12641.64|0.01
249|23.00|23.00|26432.52|0.03
249|1.00|1.00|1149.24|0.10
251|2.00|2.00|2302.50|0.10
252|14.00|14.00|16131.50|0.02
253|16.00|16.00|18452.00|0.07
255|29.00|29.00|33502.25|0.08
255|15.00|15.00|17328.75|0.05
255|15.00|15.00|17328.75|0.06
255|9.00|9.00|10397.25|0.02
255|24.00|24.00|27726.00|0.01
256|23.00|23.00|26593.75|0.00
256|2.00|2.00|2312.50|0.06
257|13.00|13.00|15044.25|0.00
258|13.00|13.00|15057.25|0.08
263|29.00|29.00|33734.54|0.03
264|2.00|2.00|2328.52|0.09
268|26.00|26.00|30374.76|0.00
268|20.00|20.00|23365.20|0.05
269|8.00|8.00|9354.08|0.05
273|8.00|8.00|9386.16|0.10
273|23.00|23.00|26985.21|0.01
275|17.00|17.00|19979.59|0.02
275|19.00|19.00|22330.13|0.08
276|26.00|26.00|30583.02|0.00
276|11.00|11.00|12938.97|0.04
277|13.00|13.00|15304.51|0.01
280|27.00|27.00|31867.56|0.06
283|28.00|28.00|33131.84|0.08
286|7.00|7.00|8303.96|0.06
287|1.00|1.00|1187.28|0.09
288|10.00|10.00|11882.80|0.07
290|17.00|17.00|20234.93|0.10
292|14.00|14.00|16692.06|0.00
293|11.00|11.00|13126.19|0.00
298|27.00|27.00|32353.83|0.05
301|15.00|15.00|18019.50|0.02
302|17.00|17.00|20439.10|0.10
302|4.00|4.00|4809.20|0.01
303|10.00|10.00|12033.00|0.09
305|20.00|20.00|24106.00|0.04
306|1.00|1.00|1206.30|0.00
314|12.00|12.00|14571.72|0.08
315|10.00|10.00|12153.10|0.03
316|11.00|11.00|13379.41|0.02
317|2.00|2.00|2434.62|0.05
317|12.00|12.00|14607.72|0.03
319|8.00|8.00|9754.48|0.07
322|22.00|22.00|26891.04|0.10
326|1.00|1.00|1226.32|0.02
327|30.00|30.00|36819.60|0.06
327|11.00|11.00|13500.52|0.03
331|8.00|8.00|9850.64|0.08
332|9.00|9.00|11090.97|0.04
333|28.00|28.00|34533.24|0.07
335|7.00|7.00|8647.31|0.02
336|16.00|16.00|19781.28|0.04
336|2.00|2.00|2472.66|0.09
337|30.00|30.00|37119.90|0.09
337|15.00|15.00|18559.95|0.00
339|27.00|27.00|33461.91|0.02
341|29.00|29.00|35998.86|0.05
344|18.00|18.00|22398.12|0.07
344|16.00|16.00|19909.44|0.03
345|14.00|14.00|17434.76|0.02
345|20.00|20.00|24906.80|0.08
345|25.00|25.00|31133.50|0.10
345|22.00|22.00|27397.48|0.00
345|19.00|19.00|23661.46|0.09
346|22.00|22.00|27419.48|0.10
347|8.00|8.00|9978.72|0.03
353|22.00|22.00|27573.70|0.08
355|7.00|7.00|8787.45|0.10
356|22.00|22.00|27639.70|0.09
357|12.00|12.00|15088.20|0.03
361|6.00|6.00|7568.16|0.09
364|26.00|26.00|32873.36|0.07
371|8.00|8.00|10170.96|0.09
375|8.00|8.00|10202.96|0.00
375|19.00|19.00|24232.03|0.09
378|8.00|8.00|10226.96|0.07
379|7.00|7.00|8955.59|0.01
379|11.00|11.00|14073.07|0.02
382|4.00|4.00|5129.52|0.03
382|28.00|28.00|35906.64|0.07
383|8.00|8.00|10267.04|0.05
386|22.00|22.00|28300.36|0.06
386|20.00|20.00|25727.60|0.04
388|26.00|26.00|33497.88|0.07
389|5.00|5.00|6446.90|0.03
389|16.00|16.00|20630.08|0.02
391|30.00|30.00|38741.70|0.06
392|17.00|17.00|21970.63|0.02
392|24.00|24.00|31017.36|0.04
396|1.00|1.00|1296.39|0.00
396|15.00|15.00|19445.85|0.07
396|24.00|24.00|31113.36|0.07
399|8.00|8.00|10395.12|0.01
403|7.00|7.00|9123.80|0.05
404|20.00|20.00|26088.00|0.00
405|10.00|10.00|13054.00|0.04
407|24.00|24.00|31377.60|0.05
408|26.00|26.00|34018.40|0.05
411|1.00|1.00|1311.41|0.05
413|25.00|25.00|32835.25|0.04
414|30.00|30.00|39432.30|0.06
416|1.00|1.00|1316.41|0.08
416|6.00|6.00|7898.46|0.10
418|8.00|8.00|10547.28|0.00
421|25.00|25.00|33035.50|0.03
422|3.00|3.00|3967.26|0.02
427|24.00|24.00|31858.08|0.01
427|3.00|3.00|3982.26|0.04
432|15.00|15.00|19986.45|0.02
435|12.00|12.00|16025.16|0.06
438|27.00|27.00|36137.61|0.00
439|8.00|8.00|10715.44|0.03
439|16.00|16.00|21430.88|0.10
444|5.00|5.00|6722.20|0.02
448|25.00|25.00|33711.00|0.06
449|30.00|30.00|40483.20|0.10
450|13.00|13.00|17555.85|0.06
450|11.00|11.00|14854.95|0.10
450|20.00|20.00|27009.00|0.07
451|12.00|12.00|16217.40|0.00
455|8.00|8.00|10843.60|0.09
455|20.00|20.00|27109.00|0.08
455|28.00|28.00|37952.60|0.06
456|28.00|28.00|37980.60|0.03
456|8.00|8.00|10851.60|0.08
457|26.00|26.00|35293.70|0.05
459|2.00|2.00|2718.90|0.10
461|18.00|18.00|24506.28|0.10
461|22.00|22.00|29952.12|0.04
463|17.00|17.00|23178.82|0.00
465|19.00|19.00|25943.74|0.02
466|4.00|4.00|5465.84|0.06
466|13.00|13.00|17763.98|0.05
467|21.00|21.00|28716.66|0.00
470|9.00|9.00|12334.23|0.01
471|9.00|9.00|12343.23|0.08
482|2.00|2.00|2764.96|0.10
482|9.00|9.00|12442.32|0.10
483|16.00|16.00|22135.68|0.07
487|2.00|2.00|2774.96|0.05
487|19.00|19.00|26362.12|0.00
490|14.00|14.00|19466.86|0.10
493|14.00|14.00|19508.86|0.02
493|19.00|19.00|26476.31|0.06
496|23.00|23.00|32119.27|0.08
497|13.00|13.00|18167.37|0.10
499|24.00|24.00|33587.76|0.09
506|26.00|26.00|36569.00|0.01
507|6.00|6.00|8445.00|0.02
509|5.00|5.00|7047.50|0.02
510|15.00|15.00|21157.65|0.06
513|17.00|17.00|24029.67|0.09
514|9.00|9.00|12730.59|0.00
515|7.00|7.00|9908.57|0.06
515|27.00|27.00|38218.77|0.02
516|3.00|3.00|4249.53|0.05
518|2.00|2.00|2837.02|0.05
521|17.00|17.00|24165.84|0.10
521|8.00|8.00|11372.16|0.06
522|21.00|21.00|29872.92|0.00
523|2.00|2.00|2847.04|0.05
523|8.00|8.00|11388.16|0.03
523|11.00|11.00|15658.72|0.08
523|22.00|22.00|31317.44|0.04
525|30.00|30.00|42765.60|0.04
525|12.00|12.00|17106.24|0.07
526|9.00|9.00|12838.68|0.10
527|6.00|6.00|8565.12|0.05
530|26.00|26.00|37193.78|0.01
532|24.00|24.00|34380.72|0.01
532|19.00|19.00|27218.07|0.06
534|30.00|30.00|43035.90|0.01
535|7.00|7.00|10048.71|0.08
536|8.00|8.00|11492.24|0.09
544|8.00|8.00|11556.32|0.00
545|18.00|18.00|26019.72|0.07
546|3.00|3.00|4339.62|0.00
547|7.00|7.00|10132.78|0.02
551|14.00|14.00|20321.70|0.10
554|13.00|13.00|18909.15|0.03
559|20.00|20.00|29191.00|0.06
559|22.00|22.00|32110.10|0.04
560|9.00|9.00|13145.04|0.08
561|13.00|13.00|19000.28|0.01
562|28.00|28.00|40951.68|0.09
564|28.00|28.00|41007.68|0.10
565|21.00|21.00|30776.76|0.07
566|15.00|15.00|21998.40|0.02
566|14.00|14.00|20531.84|0.05
571|29.00|29.00|42675.53|0.08
571|1.00|1.00|1471.57|0.02
571|9.00|9.00|13244.13|0.05
572|28.00|28.00|41231.96|0.09
572|6.00|6.00|8835.42|0.00
573|7.00|7.00|10314.99|0.00
574|10.00|10.00|14745.70|0.06
574|7.00|7.00|10321.99|0.04
575|15.00|15.00|22133.55|0.01
575|22.00|22.00|32462.54|0.00
576|22.00|22.00|32484.54|0.06
577|10.00|10.00|14775.70|0.02
578|30.00|30.00|44357.10|0.08
582|27.00|27.00|40029.66|0.04
586|13.00|13.00|19325.54|0.02
588|6.00|6.00|8931.48|0.10
588|12.00|12.00|17862.96|0.05
590|2.00|2.00|2981.18|0.08
591|24.00|24.00|35798.16|0.05
593|8.00|8.00|11948.72|0.09
594|8.00|8.00|11956.72|0.06
596|23.00|23.00|34421.57|0.05
597|23.00|23.00|34444.57|0.04
599|13.00|13.00|19494.67|0.04
600|17.00|17.00|25510.20|0.05
602|11.00|11.00|16528.60|0.05
602|28.00|28.00|42072.80|0.09
602|19.00|19.00|28549.40|0.07
604|26.00|26.00|39119.60|0.01
605|2.00|2.00|3011.20|0.00
606|17.00|17.00|25612.20|0.01
606|4.00|4.00|6026.40|0.06
607|1.00|1.00|1507.60|0.02
608|24.00|24.00|36206.40|0.07
612|26.00|26.00|39327.86|0.08
615|25.00|25.00|37890.25|0.03
615|16.00|16.00|24249.76|0.04
617|9.00|9.00|13658.49|0.08
618|8.00|8.00|12148.88|0.05
619|29.00|29.00|44068.69|0.00
622|15.00|15.00|22839.30|0.08
623|4.00|4.00|6094.48|0.04
624|14.00|14.00|21344.68|0.09
625|12.00|12.00|18307.44|0.00
626|2.00|2.00|3053.24|0.03
629|8.00|8.00|12236.96|0.03
629|20.00|20.00|30592.40|0.08
629|28.00|28.00|42829.36|0.00
630|29.00|29.00|44388.27|0.04
635|19.00|19.00|29176.97|0.01
636|27.00|27.00|41489.01|0.10
637|11.00|11.00|16913.93|0.02
637|9.00|9.00|13838.67|0.03
638|27.00|27.00|41543.01|0.06
640|14.00|14.00|21568.96|0.02
640|12.00|12.00|18487.68|0.10
640|20.00|20.00|30812.80|0.08
640|4.00|4.00|6162.56|0.08
643|15.00|15.00|23154.60|0.06
652|10.00|10.00|15526.50|0.10
653|11.00|11.00|17090.15|0.05
657|16.00|16.00|24922.40|0.07
659|29.00|29.00|45229.85|0.03
659|12.00|12.00|18715.80|0.07
662|5.00|5.00|7813.30|0.05
662|15.00|15.00|23439.90|0.01
664|4.00|4.00|6258.64|0.04
666|22.00|22.00|34466.52|0.08
667|30.00|30.00|47029.80|0.05
669|4.00|4.00|6278.64|0.06
671|3.00|3.00|4715.01|0.00
678|9.00|9.00|14208.03|0.05
681|22.00|22.00|34796.96|0.08
683|28.00|28.00|44343.04|0.06
684|19.00|19.00|30108.92|0.01
686|17.00|17.00|26973.56|0.00
692|17.00|17.00|27075.73|0.07
692|12.00|12.00|19112.28|0.02
695|28.00|28.00|44679.32|0.01
700|20.00|20.00|32014.00|0.00
700|11.00|11.00|17607.70|0.04
701|7.00|7.00|11211.90|0.06
703|10.00|10.00|16037.00|0.07
705|6.00|6.00|9634.20|0.01
710|13.00|13.00|20939.23|0.07
710|6.00|6.00|9664.26|0.10
713|13.00|13.00|20978.23|0.10
717|24.00|24.00|38825.04|0.00
719|5.00|5.00|8098.55|0.00
721|5.00|5.00|8108.60|0.03
722|15.00|15.00|24340.80|0.05
728|4.00|4.00|6514.88|0.03
728|19.00|19.00|30945.68|0.00
729|12.00|12.00|19556.64|0.01
730|18.00|18.00|29353.14|0.01
730|27.00|27.00|44029.71|0.09
731|9.00|9.00|14685.57|0.08
733|21.00|21.00|34308.33|0.07
733|24.00|24.00|39209.52|0.04
734|23.00|23.00|37598.79|0.00
735|16.00|16.00|26171.68|0.07
736|1.00|1.00|1636.73|0.09
737|30.00|30.00|49131.90|0.03
738|13.00|13.00|21303.49|0.04
740|15.00|15.00|24611.10|0.01
744|1.00|1.00|1644.74|0.01
747|12.00|12.00|19772.88|0.07
747|23.00|23.00|37898.02|0.02
748|4.00|4.00|6594.96|0.02
749|29.00|29.00|47842.46|0.01
752|26.00|26.00|42971.50|0.00
753|25.00|25.00|41343.75|0.08
755|29.00|29.00|48016.75|0.02
756|12.00|12.00|19881.00|0.03
762|17.00|17.00|28266.92|0.08
762|17.00|17.00|28266.92|0.00
769|30.00|30.00|50092.80|0.02
770|3.00|3.00|5012.31|0.00
771|13.00|13.00|21733.01|0.01
773|27.00|27.00|45191.79|0.03
773|7.00|7.00|11716.39|0.10
775|27.00|27.00|45245.79|0.09
777|13.00|13.00|21811.01|0.08
777|4.00|4.00|6711.08|0.05
780|2.00|2.00|3361.56|0.00
781|27.00|27.00|45408.06|0.10
783|26.00|26.00|43778.28|0.06
785|4.00|4.00|6743.12|0.10
785|15.00|15.00|25286.70|0.01
786|15.00|15.00|25301.70|0.08
786|2.00|2.00|3373.56|0.09
787|2.00|2.00|3375.56|0.01
787|26.00|26.00|43882.28|0.00
787|8.00|8.00|13502.24|0.00
788|24.00|24.00|40530.72|0.02
788|14.00|14.00|23642.92|0.10
790|8.00|8.00|13526.32|0.07
791|8.00|8.00|13534.32|0.07
791|25.00|25.00|42294.75|0.05
796|24.00|24.00|40722.96|0.01
796|9.00|9.00|15271.11|0.01
797|15.00|15.00|25466.85|0.08
799|7.00|7.00|11898.53|0.05
802|5.00|5.00|8514.00|0.09
802|23.00|23.00|39164.40|0.01
803|16.00|16.00|27260.80|0.09
803|13.00|13.00|22149.40|0.01
805|11.00|11.00|18763.80|0.02
808|27.00|27.00|46137.60|0.01
810|27.00|27.00|46191.87|0.04
811|19.00|19.00|32524.39|0.03
812|9.00|9.00|15415.29|0.01
812|11.00|11.00|18840.91|0.00
814|24.00|24.00|41155.44|0.05
818|6.00|6.00|10312.86|0.10
821|8.00|8.00|13774.56|0.00
822|1.00|1.00|1722.82|0.06
824|2.00|2.00|3449.64|0.01
825|24.00|24.00|41419.68|0.03
825|17.00|17.00|29338.94|0.05
826|29.00|29.00|50077.78|0.05
828|27.00|27.00|46678.14|0.05
828|23.00|23.00|39762.86|0.10
829|2.00|2.00|3459.64|0.08
829|6.00|6.00|10378.92|0.10
831|11.00|11.00|19050.13|0.07
832|1.00|1.00|1732.83|0.02
833|24.00|24.00|41611.92|0.02
834|28.00|28.00|48575.24|0.01
834|5.00|5.00|8674.15|0.02
841|27.00|27.00|47029.68|0.00
841|18.00|18.00|31353.12|0.06
843|5.00|5.00|8719.20|0.09
847|4.00|4.00|6991.36|0.08
857|1.00|1.00|1757.85|0.04
858|14.00|14.00|24623.90|0.06
859|29.00|29.00|51035.65|0.00
861|1.00|1.00|1761.86|0.09
862|15.00|15.00|26442.90|0.07
862|12.00|12.00|21154.32|0.09
863|8.00|8.00|14110.88|0.03
864|11.00|11.00|19413.46|0.08
866|16.00|16.00|28269.76|0.10
870|9.00|9.00|15937.83|0.10
870|25.00|25.00|44271.75|0.06
872|17.00|17.00|30138.79|0.02
872|18.00|18.00|31911.66|0.05
874|25.00|25.00|44371.75|0.03
878|17.00|17.00|30240.79|0.03
878|28.00|28.00|49808.36|0.00
878|17.00|17.00|30240.79|0.01
878|15.00|15.00|26683.05|0.05
878|16.00|16.00|28461.92|0.04
879|24.00|24.00|42716.88|0.08
880|17.00|17.00|30274.96|0.07
884|6.00|6.00|10709.28|0.09
885|12.00|12.00|21430.56|0.07
887|21.00|21.00|37545.48|0.04
888|27.00|27.00|48299.76|0.06
888|4.00|4.00|7155.52|0.02
888|4.00|4.00|7155.52|0.01
888|25.00|25.00|44722.00|0.03
889|5.00|5.00|8949.40|0.08
889|29.00|29.00|51906.52|0.00
890|27.00|27.00|48354.03|0.04
890|19.00|19.00|34026.91|0.01
892|20.00|20.00|35857.80|0.07
892|7.00|7.00|12550.23|0.09
893|4.00|4.00|7175.56|0.04
894|24.00|24.00|43077.36|0.05
895|25.00|25.00|44897.25|0.01
897|4.00|4.00|7191.56|0.10
900|26.00|26.00|46823.40|0.10
905|29.00|29.00|52371.10|0.02
906|4.00|4.00|7227.60|0.06
907|2.00|2.00|3615.80|0.06
908|28.00|28.00|50649.20|0.04
913|24.00|24.00|43533.84|0.05
914|1.00|1.00|1814.91|0.04
918|26.00|26.00|47291.66|0.09
918|21.00|21.00|38197.11|0.07
921|5.00|5.00|9109.60|0.10
924|18.00|18.00|32848.56|0.03
926|29.00|29.00|52980.68|0.07
927|7.00|7.00|12795.44|0.05
927|2.00|2.00|3655.84|0.09
928|23.00|23.00|42065.16|0.00
929|22.00|22.00|40258.24|0.05
931|7.00|7.00|12823.51|0.10
931|1.00|1.00|1831.93|0.07
931|18.00|18.00|32974.74|0.03
935|23.00|23.00|42226.39|0.02
939|6.00|6.00|11039.58|0.04
940|30.00|30.00|55228.20|0.02
940|25.00|25.00|46023.50|0.05
940|28.00|28.00|51546.32|0.03
946|18.00|18.00|33244.92|0.08
948|15.00|15.00|27734.10|0.09
954|8.00|8.00|14839.60|0.07
958|7.00|7.00|13012.65|0.04
961|9.00|9.00|16757.64|0.07
961|7.00|7.00|13033.72|0.09
963|7.00|7.00|13047.72|0.08
967|20.00|20.00|37359.20|0.03
968|3.00|3.00|5606.88|0.04
970|21.00|21.00|39290.37|0.05
976|14.00|14.00|26277.58|0.03
977|23.00|23.00|43193.31|0.02
978|30.00|30.00|56369.10|0.08
978|12.00|12.00|22547.64|0.07
978|20.00|20.00|37579.40|0.08
979|21.00|21.00|39479.37|0.00
980|8.00|8.00|15047.84|0.06
982|25.00|25.00|47074.50|0.05
984|18.00|18.00|33929.64|0.09
984|24.00|24.00|45239.52|0.02
984|14.00|14.00|26389.72|0.07
988|30.00|30.00|56669.40|0.06
991|14.00|14.00|26487.86|0.03
992|4.00|4.00|7571.96|0.09
992|30.00|30.00|56789.70|0.02
992|30.00|30.00|56789.70|0.07
992|13.00|13.00|24608.87|0.01
995|8.00|8.00|15167.92|0.09
999|15.00|15.00|28499.85|0.07
1003|5.00|5.00|4520.00|0.00
1004|4.00|4.00|3620.00|0.00
1010|13.00|13.00|11843.13|0.07
1013|17.00|17.00|15538.17|0.04
1014|18.00|18.00|16470.18|0.02
1015|10.00|10.00|9160.10|0.03
1015|14.00|14.00|12824.14|0.10
1016|20.00|20.00|18340.20|0.04
1018|14.00|14.00|12866.14|0.08
1019|7.00|7.00|6440.07|0.08
1019|9.00|9.00|8280.09|0.10
1019|23.00|23.00|21160.23|0.03
1021|4.00|4.00|3688.08|0.03
1026|29.00|29.00|26883.58|0.02
1028|20.00|20.00|18580.40|0.02
1034|19.00|19.00|17765.57|0.02
1035|16.00|16.00|14976.48|0.04
1035|22.00|22.00|20592.66|0.07
1036|4.00|4.00|3748.12|0.00
1036|8.00|8.00|7496.24|0.00
1036|13.00|13.00|12181.39|0.07
1037|6.00|6.00|5628.18|0.09
1038|3.00|3.00|2817.09|0.03
1039|27.00|27.00|25380.81|0.04
1040|25.00|25.00|23526.00|0.01
1040|24.00|24.00|22584.96|0.01
1042|8.00|8.00|7544.32|0.02
1044|22.00|22.00|20790.88|0.00
1044|9.00|9.00|8505.36|0.07
1046|7.00|7.00|6629.28|0.09
1046|24.00|24.00|22728.96|0.02
1046|18.00|18.00|17046.72|0.04
1046|8.00|8.00|7576.32|0.07
1047|2.00|2.00|1896.08|0.00
1047|5.00|5.00|4740.20|0.09
1048|17.00|17.00|16133.68|0.09
1049|5.00|5.00|4750.20|0.08
1049|21.00|21.00|19950.84|0.10
1054|23.00|23.00|21966.15|0.10
1054|23.00|23.00|21966.15|0.08
1055|29.00|29.00|27725.45|0.05
1056|20.00|20.00|19141.00|0.10
1057|18.00|18.00|17244.90|0.00
1063|4.00|4.00|3856.24|0.03
1064|16.00|16.00|15440.96|0.02
1065|24.00|24.00|23185.44|0.08
1066|10.00|10.00|9670.60|0.00
1070|5.00|5.00|4855.35|0.09
1071|4.00|4.00|3888.28|0.01
1073|28.00|28.00|27273.96|0.09
1073|14.00|14.00|13636.98|0.09
1075|2.00|2.00|1952.14|0.07
1078|6.00|6.00|5874.42|0.07
1078|10.00|10.00|9790.70|0.10
1080|18.00|18.00|17659.44|0.01
1081|5.00|5.00|4910.40|0.03
1083|26.00|26.00|25586.08|0.05
1084|6.00|6.00|5910.48|0.07
1085|18.00|18.00|17749.44|0.01
1087|8.00|8.00|7904.64|0.08
1088|18.00|18.00|17803.44|0.01
1094|3.00|3.00|2985.27|0.10
1098|11.00|11.00|10989.99|0.05
1103|13.00|13.00|13053.30|0.02
1104|5.00|5.00|5025.50|0.07
1107|14.00|14.00|14113.40|0.01
1109|11.00|11.00|11111.10|0.06
1110|23.00|23.00|23255.53|0.08
1111|17.00|17.00|17205.87|0.05
1112|25.00|25.00|25327.75|0.06
1113|13.00|13.00|13183.43|0.07
1115|15.00|15.00|15241.65|0.10
1116|26.00|26.00|26444.86|0.09
1120|14.00|14.00|14295.68|0.06
1120|9.00|9.00|9190.08|0.10
1121|14.00|14.00|14309.68|0.01
1122|13.00|13.00|13300.56|0.01
1123|18.00|18.00|18434.16|0.05
1124|6.00|6.00|6150.72|0.04
1128|19.00|19.00|19553.28|0.01
1128|16.00|16.00|16465.92|0.00
1128|21.00|21.00|21611.52|0.06
1129|2.00|2.00|2060.24|0.02
1129|22.00|22.00|22662.64|0.09
1129|29.00|29.00|29873.48|0.00
1130|27.00|27.00|27840.51|0.07
1132|9.00|9.00|9298.17|0.05
1134|27.00|27.00|27948.51|0.10
1134|30.00|30.00|31053.90|0.06
1135|12.00|12.00|12433.56|0.01
1136|18.00|18.00|18668.34|0.00
1138|19.00|19.00|19743.47|0.10
1143|27.00|27.00|28191.78|0.03
1145|24.00|24.00|25107.36|0.01
1146|26.00|26.00|27225.64|0.01
1147|21.00|21.00|22010.94|0.07
1148|20.00|20.00|20982.80|0.05
1156|1.00|1.00|1057.15|0.00
1159|24.00|24.00|25443.60|0.02
1160|10.00|10.00|10611.60|0.08
1164|7.00|7.00|7456.12|0.10
1165|7.00|7.00|7463.12|0.01
1165|1.00|1.00|1066.16|0.05
1165|13.00|13.00|13860.08|0.09
1171|21.00|21.00|22515.57|0.02
1172|10.00|10.00|10731.70|0.03
1173|17.00|17.00|18260.89|0.06
1179|5.00|5.00|5400.85|0.09
1180|29.00|29.00|31354.22|0.02
1181|17.00|17.00|18397.06|0.04
1181|5.00|5.00|5410.90|0.06
1182|14.00|14.00|15164.52|0.07
1183|11.00|11.00|11925.98|0.04
1184|4.00|4.00|4340.72|0.00
1185|29.00|29.00|31499.22|0.00
1186|23.00|23.00|25005.14|0.05
1187|18.00|18.00|19587.24|0.07
1188|30.00|30.00|32675.40|0.00
